step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_stopped;step_teleports;step_time;step_waiting
7;0;1;7;80;171;296;4.24;0.31;22.71;2.48;164;0;0;57.00;3
7;0;0;7;88;176;296;4.12;0.30;22.71;2.46;169;0;0;58.00;1
7;0;0;7;91;178;296;4.08;0.29;22.71;2.44;171;0;0;59.00;2
7;0;1;7;95;180;296;3.95;0.28;22.71;2.43;173;0;0;60.00;3
7;0;1;7;98;182;296;3.89;0.28;22.71;2.43;175;0;0;61.00;3
7;0;0;7;104;186;296;3.64;0.26;22.71;2.42;179;0;0;62.00;1
7;0;1;7;105;187;296;3.44;0.25;22.71;2.41;180;0;0;63.00;3
8;0;0;8;112;189;296;3.12;0.22;26.50;2.42;181;0;0;64.00;2
8;0;1;8;120;193;296;2.86;0.21;26.50;2.39;185;0;0;65.00;1
8;0;1;8;126;196;296;2.71;0.20;26.50;2.37;188;0;0;66.00;2
10;0;0;10;126;198;296;2.58;0.19;30.40;2.37;188;0;0;67.00;2
14;0;1;14;128;200;296;2.38;0.17;37.00;2.37;186;0;0;68.00;0
15;0;0;15;130;202;296;2.34;0.17;37.27;2.36;187;0;0;69.00;3
15;0;1;15;131;207;296;2.30;0.17;37.27;2.32;192;0;0;70.00;3
15;0;0;15;127;208;296;2.43;0.18;37.27;2.31;193;0;0;71.00;6
15;0;0;15;130;210;296;2.53;0.18;37.27;2.31;195;0;0;72.00;7
15;0;1;15;130;213;296;2.48;0.18;37.27;2.31;198;0;0;73.00;5
15;0;0;15;133;215;296;2.43;0.17;37.27;2.32;200;0;0;74.00;4
15;0;1;15;132;217;296;2.39;0.17;37.27;2.33;202;0;0;75.00;3
15;0;1;15;134;220;296;2.40;0.17;37.27;2.34;205;0;0;76.00;2
15;0;0;15;133;221;296;2.54;0.18;37.27;2.35;206;0;0;77.00;2
15;0;1;15;138;223;296;2.50;0.18;37.27;2.34;208;0;0;78.00;3
15;0;1;15;141;224;296;2.43;0.17;37.27;2.37;209;0;0;79.00;4
15;0;0;15;142;227;296;2.34;0.17;37.27;2.35;212;0;0;80.00;4
15;0;1;15;142;228;296;2.28;0.16;37.27;2.36;213;0;0;81.00;3
15;0;1;15;147;232;296;2.17;0.16;37.27;2.36;217;0;0;82.00;4
16;0;0;16;149;234;296;2.09;0.15;38.81;2.36;218;0;0;83.00;5
16;0;0;16;153;236;296;2.04;0.15;38.81;2.36;220;0;0;84.00;7
17;0;1;17;155;239;296;1.95;0.14;40.12;2.34;222;0;0;85.00;7
17;0;0;17;158;242;296;1.96;0.14;40.12;2.34;225;0;0;86.00;8
17;0;1;17;164;244;296;1.98;0.14;40.12;2.34;227;0;0;87.00;9
17;0;1;17;167;246;296;2.00;0.14;40.12;2.33;229;0;0;88.00;12
18;0;1;18;175;251;296;1.86;0.13;40.89;2.36;233;0;0;89.00;10
19;0;1;19;167;253;296;1.78;0.13;43.00;2.36;234;0;0;90.00;12
19;0;1;19;164;254;296;1.75;0.13;43.00;2.36;235;0;0;91.00;14
19;0;0;19;166;261;296;1.74;0.13;43.00;2.39;242;0;0;92.00;10
21;0;1;21;164;264;296;1.73;0.12;44.95;2.39;243;0;0;93.00;11
21;0;1;21;163;266;296;1.85;0.13;44.95;2.38;245;0;0;94.00;12
22;0;0;22;167;271;296;1.96;0.14;46.59;2.45;249;0;0;95.00;11
23;0;1;23;166;274;296;2.11;0.15;46.65;2.46;251;0;0;96.00;12
23;0;1;23;168;277;296;2.29;0.16;46.65;2.45;254;0;0;97.00;13
23;0;1;23;168;279;296;2.50;0.18;46.65;2.45;256;0;0;98.00;12
23;0;0;23;173;284;296;2.55;0.18;46.65;2.51;261;0;0;99.00;10
23;0;1;23;171;286;296;2.62;0.19;46.65;2.51;263;0;0;100.00;10
23;0;1;23;170;287;296;2.70;0.19;46.65;2.51;264;0;0;101.00;9
24;0;1;24;174;289;296;2.72;0.20;48.17;2.52;265;0;0;102.00;7
24;0;1;24;173;289;296;2.67;0.19;48.17;2.52;265;0;0;103.00;7
24;0;0;24;173;289;296;2.58;0.19;48.17;2.52;265;0;0;104.00;7
24;0;1;24;176;289;296;2.42;0.17;48.17;2.52;265;0;0;105.00;7
24;0;1;24;184;290;296;2.25;0.16;48.17;2.57;266;0;0;106.00;6
25;0;1;25;186;290;296;2.03;0.15;49.76;2.57;265;0;0;107.00;6
25;0;0;25;191;290;296;1.86;0.13;49.76;2.57;265;0;0;108.00;6
26;0;1;26;199;290;296;1.63;0.12;51.08;2.57;264;0;0;109.00;6
26;0;1;26;207;290;296;1.51;0.11;51.08;2.57;264;0;0;110.00;6
27;0;0;27;204;290;296;1.37;0.10;52.33;2.57;263;0;0;111.00;6
27;0;1;27;199;290;296;1.35;0.10;52.33;2.57;263;0;0;112.00;6
27;0;1;27;199;290;296;1.32;0.10;52.33;2.57;263;0;0;113.00;6
28;0;1;28;197;291;296;1.31;0.09;54.39;2.67;263;0;0;114.00;5
30;0;1;30;196;291;296;1.27;0.09;57.53;2.67;261;0;0;115.00;5
31;0;1;31;195;292;296;1.34;0.10;57.29;2.75;261;0;0;116.00;4
33;0;0;33;190;292;296;1.46;0.10;59.27;2.75;259;0;0;117.00;4
33;0;1;33;190;292;296;1.55;0.11;59.27;2.75;259;0;0;118.00;4
33;0;1;33;190;292;296;1.63;0.12;59.27;2.75;259;0;0;119.00;4
33;0;1;33;190;292;296;1.68;0.12;59.27;2.75;259;0;0;120.00;4
35;0;1;35;188;292;296;1.68;0.12;60.69;2.75;257;0;0;121.00;4
35;0;0;35;190;292;296;1.68;0.12;60.69;2.75;257;0;0;122.00;4
36;0;0;36;191;292;296;1.59;0.11;62.39;2.75;256;0;0;123.00;4
36;0;1;36;191;292;296;1.63;0.12;62.39;2.75;256;0;0;124.00;4
36;0;2;36;190;292;296;1.62;0.12;62.39;2.75;256;0;0;125.00;4
36;0;1;36;189;292;296;1.64;0.12;62.39;2.75;256;0;0;126.00;4
36;0;1;36;191;292;296;1.59;0.11;62.39;2.75;256;0;0;127.00;4
37;0;0;37;192;292;296;1.49;0.11;64.03;2.75;255;0;0;128.00;4
37;0;1;37;191;292;296;1.40;0.10;64.03;2.75;255;0;0;129.00;4
37;0;2;37;192;292;296;1.35;0.10;64.03;2.75;255;0;0;130.00;4
37;0;1;37;196;292;296;1.23;0.09;64.03;2.75;255;0;0;131.00;4
37;0;0;37;199;292;296;1.13;0.08;64.03;2.75;255;0;0;132.00;4
38;0;1;38;205;292;296;0.98;0.07;65.50;2.75;254;0;0;133.00;4
38;0;1;38;205;293;296;0.97;0.07;65.50;2.88;255;0;0;134.00;3
40;0;1;40;204;294;296;0.89;0.06;67.50;3.02;254;0;0;135.00;2
40;0;1;40;199;294;296;0.94;0.07;67.50;3.02;254;0;0;136.00;2
42;0;1;42;197;294;296;0.93;0.07;67.55;3.02;252;0;0;137.00;2
43;0;0;43;197;295;296;0.96;0.07;67.74;3.15;252;0;0;138.00;1
44;0;1;44;197;295;296;0.99;0.07;69.16;3.15;251;0;0;139.00;1
45;0;1;45;201;295;296;1.02;0.07;69.38;3.15;250;0;0;140.00;1
45;0;2;45;203;295;296;1.11;0.08;69.38;3.15;250;0;0;141.00;1
45;0;1;45;203;295;296;1.17;0.08;69.38;3.15;250;0;0;142.00;1
46;0;1;46;205;295;296;1.16;0.08;70.48;3.15;249;0;0;143.00;1
46;0;0;46;208;295;296;1.15;0.08;70.48;3.15;249;0;0;144.00;1
47;0;1;47;210;295;296;1.10;0.08;71.21;3.15;248;0;0;145.00;1
47;0;0;47;210;295;296;1.05;0.08;71.21;3.15;248;0;0;146.00;1
49;0;0;49;211;295;296;1.04;0.08;71.65;3.15;246;0;0;147.00;1
49;0;0;49;211;295;296;1.09;0.08;71.65;3.15;246;0;0;148.00;1
49;0;1;49;212;295;296;1.09;0.08;71.65;3.15;246;0;0;149.00;1
49;0;1;49;212;295;296;1.09;0.08;71.65;3.15;246;0;0;150.00;1
49;0;0;49;213;295;296;1.04;0.08;71.65;3.15;246;0;0;151.00;1
49;0;1;49;212;295;296;1.02;0.07;71.65;3.15;246;0;0;152.00;1
49;0;1;49;214;295;296;1.01;0.07;71.65;3.15;246;0;0;153.00;1
50;0;0;50;216;295;296;0.89;0.06;72.42;3.15;245;0;0;154.00;1
50;0;1;50;216;295;296;0.86;0.06;72.42;3.15;245;0;0;155.00;1
51;0;1;51;219;295;296;0.78;0.06;73.67;3.15;244;0;0;156.00;1
51;0;1;51;215;295;296;0.80;0.06;73.67;3.15;244;0;0;157.00;1
52;0;0;52;212;295;296;0.77;0.06;74.29;3.15;243;0;0;158.00;1
54;0;1;54;211;295;296;0.76;0.05;76.98;3.15;241;0;0;159.00;1
55;0;1;55;210;295;296;0.80;0.06;78.07;3.15;240;0;0;160.00;1
55;0;1;55;209;295;296;0.85;0.06;78.07;3.15;240;0;0;161.00;1
55;0;1;55;208;295;296;0.93;0.07;78.07;3.15;240;0;0;162.00;1
57;0;0;57;207;295;296;0.91;0.07;78.86;3.15;238;0;0;163.00;1
57;0;2;57;208;295;296;0.95;0.07;78.86;3.15;238;0;0;164.00;1
60;0;0;60;207;295;296;0.78;0.06;81.80;3.15;235;0;0;165.00;1
60;0;1;60;208;295;296;0.75;0.05;81.80;3.15;235;0;0;166.00;1
61;0;2;61;209;295;296;0.66;0.05;81.59;3.15;234;0;0;167.00;1
61;0;0;61;209;295;296;0.61;0.04;81.59;3.15;234;0;0;168.00;1
61;0;1;61;210;295;296;0.59;0.04;81.59;3.15;234;0;0;169.00;1
61;0;1;61;212;295;296;0.55;0.04;81.59;3.15;234;0;0;170.00;1
61;0;0;61;211;295;296;0.56;0.04;81.59;3.15;234;0;0;171.00;1
61;0;1;61;213;295;296;0.51;0.04;81.59;3.15;234;0;0;172.00;1
61;0;1;61;212;295;296;0.50;0.04;81.59;3.15;234;0;0;173.00;1
61;0;0;61;213;295;296;0.47;0.03;81.59;3.15;234;0;0;174.00;1
61;0;1;61;213;295;296;0.46;0.03;81.59;3.15;234;0;0;175.00;1
61;0;1;61;215;295;296;0.45;0.03;81.59;3.15;234;0;0;176.00;1
62;0;0;62;214;295;296;0.39;0.03;82.08;3.15;233;0;0;177.00;1
62;0;1;62;216;295;296;0.40;0.03;82.08;3.15;233;0;0;178.00;1
63;0;1;63;217;295;296;0.36;0.03;82.40;3.15;232;0;0;179.00;1
64;0;1;64;210;295;296;0.38;0.03;82.80;3.15;231;0;0;180.00;1
64;0;1;64;205;295;296;0.49;0.04;82.80;3.15;231;0;0;181.00;1
64;0;2;64;200;295;296;0.63;0.05;82.80;3.15;231;0;0;182.00;1
64;0;2;64;196;295;296;0.74;0.05;82.80;3.15;231;0;0;183.00;1
64;0;2;64;193;295;296;0.86;0.06;82.80;3.15;231;0;0;184.00;1
66;0;1;66;189;295;296;0.90;0.06;83.97;3.15;229;0;0;185.00;1
66;0;1;66;187;295;296;1.01;0.07;83.97;3.15;229;0;0;186.00;1
66;0;1;66;187;295;296;1.07;0.08;83.97;3.15;229;0;0;187.00;1
67;0;1;67;188;295;296;1.02;0.07;84.06;3.15;228;0;0;188.00;1
67;0;0;67;188;295;296;1.02;0.07;84.06;3.15;228;0;0;189.00;1
67;0;1;67;190;295;296;1.01;0.07;84.06;3.15;228;0;0;190.00;1
67;0;1;67;188;295;296;1.05;0.08;84.06;3.15;228;0;0;191.00;1
67;0;1;67;187;295;296;1.08;0.08;84.06;3.15;228;0;0;192.00;1
67;0;0;67;184;295;296;1.07;0.08;84.06;3.15;228;0;0;193.00;1
67;0;1;67;186;295;296;1.04;0.08;84.06;3.15;228;0;0;194.00;1
67;0;0;67;186;295;296;1.00;0.07;84.06;3.15;228;0;0;195.00;1
67;0;1;67;187;295;296;0.94;0.07;84.06;3.15;228;0;0;196.00;1
67;0;0;67;191;295;296;0.87;0.06;84.06;3.15;228;0;0;197.00;1
68;0;1;68;193;295;296;0.69;0.05;84.26;3.15;227;0;0;198.00;1
68;0;1;68;198;295;296;0.63;0.05;84.26;3.15;227;0;0;199.00;1
68;0;0;68;202;295;296;0.57;0.04;84.26;3.15;227;0;0;200.00;1
68;0;1;68;202;295;296;0.57;0.04;84.26;3.15;227;0;0;201.00;1
70;0;0;70;198;295;296;0.48;0.03;86.71;3.15;225;0;0;202.00;1
71;0;1;71;194;295;296;0.50;0.04;88.21;3.15;224;0;0;203.00;1
72;0;1;72;192;295;296;0.60;0.04;88.47;3.15;223;0;0;204.00;1
73;0;1;73;189;295;296;0.68;0.05;89.40;3.15;222;0;0;205.00;1
73;0;1;73;185;295;296;0.86;0.06;89.40;3.15;222;0;0;206.00;1
74;0;1;74;181;295;296;0.99;0.07;90.32;3.15;221;0;0;207.00;1
74;0;1;74;177;295;296;1.14;0.08;90.32;3.15;221;0;0;208.00;1
75;0;0;75;174;295;296;1.19;0.09;91.08;3.15;220;0;0;209.00;1
75;0;1;75;174;295;296;1.31;0.09;91.08;3.15;220;0;0;210.00;1
75;0;1;75;171;295;296;1.36;0.10;91.08;3.15;220;0;0;211.00;1
76;0;0;76;169;295;296;1.39;0.10;91.72;3.15;219;0;0;212.00;1
76;0;1;76;169;295;296;1.47;0.11;91.72;3.15;219;0;0;213.00;1
76;0;1;76;169;295;296;1.50;0.11;91.72;3.15;219;0;0;214.00;1
76;0;0;76;168;295;296;1.49;0.11;91.72;3.15;219;0;0;215.00;1
77;0;1;77;170;296;296;1.37;0.10;91.55;3.55;219;0;0;216.00;0
77;0;0;77;171;296;296;1.33;0.10;91.55;3.55;219;0;0;217.00;0
78;0;1;78;175;296;296;1.21;0.09;92.46;3.55;218;0;0;218.00;0
79;0;1;79;176;296;296;1.13;0.08;93.62;3.55;217;0;0;219.00;0
79;0;0;79;178;296;296;1.06;0.08;93.62;3.55;217;0;0;220.00;0
79;0;1;79;182;296;296;1.01;0.07;93.62;3.55;217;0;0;221.00;0
79;0;0;79;182;296;296;0.95;0.07;93.62;3.55;217;0;0;222.00;0
80;0;1;80;186;296;296;0.87;0.06;94.83;3.55;216;0;0;223.00;0
82;0;1;82;185;296;296;0.74;0.05;96.16;3.55;214;0;0;224.00;0
82;0;0;82;181;296;296;0.73;0.05;96.16;3.55;214;0;0;225.00;0
82;0;1;82;181;296;296;0.78;0.06;96.16;3.55;214;0;0;226.00;0
84;0;1;84;178;296;296;0.80;0.06;97.11;3.55;212;0;0;227.00;0
84;0;0;84;177;296;296;0.88;0.06;97.11;3.55;212;0;0;228.00;0
86;0;1;86;176;296;296;0.91;0.07;99.33;3.55;210;0;0;229.00;0
87;0;1;87;177;296;296;0.96;0.07;99.29;3.55;209;0;0;230.00;0
88;0;0;88;178;296;296;1.01;0.07;99.99;3.55;208;0;0;231.00;0
89;0;1;89;178;296;296;1.04;0.07;100.92;3.55;207;0;0;232.00;0
91;0;2;91;178;296;296;0.98;0.07;101.73;3.55;205;0;0;233.00;0
91;0;0;91;178;296;296;0.99;0.07;101.73;3.55;205;0;0;234.00;0
91;0;1;91;178;296;296;1.02;0.07;101.73;3.55;205;0;0;235.00;0
92;0;1;92;180;296;296;0.97;0.07;102.10;3.55;204;0;0;236.00;0
92;0;0;92;180;296;296;1.00;0.07;102.10;3.55;204;0;0;237.00;0
92;0;1;92;181;296;296;0.97;0.07;102.10;3.55;204;0;0;238.00;0
92;0;0;92;182;296;296;0.96;0.07;102.10;3.55;204;0;0;239.00;0
92;0;0;92;181;296;296;0.93;0.07;102.10;3.55;204;0;0;240.00;0
92;0;0;92;182;296;296;0.89;0.06;102.10;3.55;204;0;0;241.00;0
92;0;1;92;182;296;296;0.85;0.06;102.10;3.55;204;0;0;242.00;0
93;0;1;93;185;296;296;0.73;0.05;102.67;3.55;203;0;0;243.00;0
93;0;0;93;186;296;296;0.69;0.05;102.67;3.55;203;0;0;244.00;0
94;0;2;94;185;296;296;0.57;0.04;103.33;3.55;202;0;0;245.00;0
94;0;1;94;186;296;296;0.54;0.04;103.33;3.55;202;0;0;246.00;0
94;0;1;94;183;296;296;0.53;0.04;103.33;3.55;202;0;0;247.00;0
94;0;1;94;182;296;296;0.56;0.04;103.33;3.55;202;0;0;248.00;0
94;0;1;94;182;296;296;0.58;0.04;103.33;3.55;202;0;0;249.00;0
97;0;1;97;183;296;296;0.51;0.04;106.01;3.55;199;0;0;250.00;0
97;0;1;97;182;296;296;0.58;0.04;106.01;3.55;199;0;0;251.00;0
98;0;1;98;184;296;296;0.57;0.04;106.66;3.55;198;0;0;252.00;0
99;0;0;99;184;296;296;0.49;0.04;107.27;3.55;197;0;0;253.00;0
99;0;1;99;181;296;296;0.51;0.04;107.27;3.55;197;0;0;254.00;0
99;0;0;99;185;296;296;0.49;0.04;107.27;3.55;197;0;0;255.00;0
99;0;1;99;185;296;296;0.47;0.03;107.27;3.55;197;0;0;256.00;0
99;0;1;99;184;296;296;0.44;0.03;107.27;3.55;197;0;0;257.00;0
100;0;0;100;182;296;296;0.34;0.02;108.15;3.55;196;0;0;258.00;0
100;0;0;100;182;296;296;0.30;0.02;108.15;3.55;196;0;0;259.00;0
100;0;1;100;183;296;296;0.29;0.02;108.15;3.55;196;0;0;260.00;0
100;0;0;100;184;296;296;0.29;0.02;108.15;3.55;196;0;0;261.00;0
100;0;1;100;184;296;296;0.28;0.02;108.15;3.55;196;0;0;262.00;0
100;0;0;100;183;296;296;0.26;0.02;108.15;3.55;196;0;0;263.00;0
100;0;1;100;185;296;296;0.25;0.02;108.15;3.55;196;0;0;264.00;0
100;0;0;100;183;296;296;0.30;0.02;108.15;3.55;196;0;0;265.00;0
100;0;1;100;182;296;296;0.29;0.02;108.15;3.55;196;0;0;266.00;0
100;0;0;100;181;296;296;0.26;0.02;108.15;3.55;196;0;0;267.00;0
100;0;1;100;181;296;296;0.25;0.02;108.15;3.55;196;0;0;268.00;0
100;0;0;100;182;296;296;0.23;0.02;108.15;3.55;196;0;0;269.00;0
100;0;1;100;181;296;296;0.27;0.02;108.15;3.55;196;0;0;270.00;0
102;0;0;102;178;296;296;0.24;0.02;109.57;3.55;194;0;0;271.00;0
102;0;1;102;177;296;296;0.29;0.02;109.57;3.55;194;0;0;272.00;0
102;0;1;102;174;296;296;0.38;0.03;109.57;3.55;194;0;0;273.00;0
102;0;0;102;171;296;296;0.44;0.03;109.57;3.55;194;0;0;274.00;0
102;0;1;102;168;296;296;0.50;0.04;109.57;3.55;194;0;0;275.00;0
102;0;1;102;166;296;296;0.54;0.04;109.57;3.55;194;0;0;276.00;0
102;0;0;102;166;296;296;0.57;0.04;109.57;3.55;194;0;0;277.00;0
103;0;1;103;166;296;296;0.54;0.04;110.48;3.55;193;0;0;278.00;0
103;0;1;103;167;296;296;0.51;0.04;110.48;3.55;193;0;0;279.00;0
103;0;0;103;166;296;296;0.49;0.04;110.48;3.55;193;0;0;280.00;0
103;0;1;103;170;296;296;0.49;0.04;110.48;3.55;193;0;0;281.00;0
103;0;1;103;171;296;296;0.53;0.04;110.48;3.55;193;0;0;282.00;0
103;0;0;103;172;296;296;0.52;0.04;110.48;3.55;193;0;0;283.00;0
104;0;0;104;170;296;296;0.44;0.03;111.67;3.55;192;0;0;284.00;0
104;0;0;104;173;296;296;0.43;0.03;111.67;3.55;192;0;0;285.00;0
104;0;1;104;173;296;296;0.39;0.03;111.67;3.55;192;0;0;286.00;0
104;0;0;104;175;296;296;0.37;0.03;111.67;3.55;192;0;0;287.00;0
104;0;1;104;173;296;296;0.38;0.03;111.67;3.55;192;0;0;288.00;0
104;0;0;104;172;296;296;0.39;0.03;111.67;3.55;192;0;0;289.00;0
104;0;0;104;170;296;296;0.38;0.03;111.67;3.55;192;0;0;290.00;0
106;0;0;106;166;296;296;0.26;0.02;113.78;3.55;190;0;0;291.00;0
106;0;1;106;166;296;296;0.33;0.02;113.78;3.55;190;0;0;292.00;0
106;0;1;106;163;296;296;0.40;0.03;113.78;3.55;190;0;0;293.00;0
106;0;0;106;161;296;296;0.42;0.03;113.78;3.55;190;0;0;294.00;0
106;0;1;106;163;296;296;0.44;0.03;113.78;3.55;190;0;0;295.00;0
106;0;0;106;164;296;296;0.48;0.03;113.78;3.55;190;0;0;296.00;0
106;0;1;106;164;296;296;0.54;0.04;113.78;3.55;190;0;0;297.00;0
106;0;1;106;165;296;296;0.56;0.04;113.78;3.55;190;0;0;298.00;0
106;0;0;106;166;296;296;0.58;0.04;113.78;3.55;190;0;0;299.00;0
107;0;0;107;166;296;296;0.51;0.04;114.57;3.55;189;0;0;300.00;0
109;0;1;109;167;296;296;0.43;0.03;116.87;3.55;187;0;0;301.00;0
109;0;1;109;164;296;296;0.44;0.03;116.87;3.55;187;0;0;302.00;0
109;0;0;109;165;296;296;0.42;0.03;116.87;3.55;187;0;0;303.00;0
109;0;1;109;166;296;296;0.41;0.03;116.87;3.55;187;0;0;304.00;0
109;0;0;109;166;296;296;0.39;0.03;116.87;3.55;187;0;0;305.00;0
109;0;1;109;167;296;296;0.37;0.03;116.87;3.55;187;0;0;306.00;0
109;0;0;109;167;296;296;0.36;0.03;116.87;3.55;187;0;0;307.00;0
109;0;1;109;168;296;296;0.36;0.03;116.87;3.55;187;0;0;308.00;0
109;0;0;109;167;296;296;0.36;0.03;116.87;3.55;187;0;0;309.00;0
109;0;1;109;166;296;296;0.37;0.03;116.87;3.55;187;0;0;310.00;0
109;0;0;109;166;296;296;0.39;0.03;116.87;3.55;187;0;0;311.00;0
109;0;1;109;168;296;296;0.39;0.03;116.87;3.55;187;0;0;312.00;0
109;0;0;109;168;296;296;0.38;0.03;116.87;3.55;187;0;0;313.00;0
109;0;1;109;167;296;296;0.36;0.03;116.87;3.55;187;0;0;314.00;0
112;0;1;112;166;296;296;0.15;0.01;121.22;3.55;184;0;0;315.00;0
112;0;0;112;166;296;296;0.19;0.01;121.22;3.55;184;0;0;316.00;0
113;0;1;113;167;296;296;0.22;0.02;122.54;3.55;183;0;0;317.00;0
113;0;0;113;166;296;296;0.27;0.02;122.54;3.55;183;0;0;318.00;0
113;0;1;113;168;296;296;0.33;0.02;122.54;3.55;183;0;0;319.00;0
114;0;0;114;169;296;296;0.35;0.03;123.74;3.55;182;0;0;320.00;0
115;0;1;115;169;296;296;0.32;0.02;124.80;3.55;181;0;0;321.00;0
115;0;1;115;169;296;296;0.32;0.02;124.80;3.55;181;0;0;322.00;0
115;0;0;115;168;296;296;0.31;0.02;124.80;3.55;181;0;0;323.00;0
115;0;1;115;169;296;296;0.32;0.02;124.80;3.55;181;0;0;324.00;0
115;0;1;115;168;296;296;0.35;0.03;124.80;3.55;181;0;0;325.00;0
115;0;0;115;169;296;296;0.39;0.03;124.80;3.55;181;0;0;326.00;0
